source,date,channel,title,url,image,summary,mentioned_stocks,mentioned_sectors,raw_text,note
wangduoyu,2026-05-18,抖音视频,2026-05-18 11:44:58 五月份怎么感觉这么难啊#内容过于真实 #股民 #基金,https://www.douyin.com/video/7641072798412890021,,视频评论抓取 170 条；有效线索 58 条；重点股票：江特电机(002176)、深科技(000021)、贵州燃气(600903)、五洲新春(603667),江特电机(002176);深科技(000021);贵州燃气(600903);五洲新春(603667);协鑫集成(002506);天娱数科(002354),光伏;电力;AIDC;射频;消费电子;环保设备,五月份怎么感觉这么难啊#内容过于真实 #股民 #基金,video_id=7641072798412890021; creator=王多于-股之子; comment_count=449; digg=319; share=19; 来源备份 20260518_*_douyin_comment_picks.json
