source,date,channel,title,url,image,summary,mentioned_stocks,mentioned_sectors,raw_text,note
wangduoyu,2026-05-17,抖音视频,2026-05-17 11:17:55 新的一周 瑟瑟发抖啊#内容过于真实 #股民 #基金 #王多于股之子,https://www.douyin.com/video/7640694743189506289,,视频评论抓取 389 条；有效线索 147 条；重点股票：机器人(300024)、华电能源(600726)、天汽模(002510)、东方材料(603110),机器人(300024);华电能源(600726);天汽模(002510);东方材料(603110);中国长城(000066);中视传媒(600088),电力;光学光电子;军工电子;商业航天;消费电子;光伏,新的一周 瑟瑟发抖啊#内容过于真实 #股民 #基金 #王多于股之子,video_id=7640694743189506289; creator=王多于-股之子; comment_count=951; digg=713; share=33; 来源备份 20260517_*_douyin_comment_picks.json
