source,date,channel,title,url,image,summary,mentioned_stocks,mentioned_sectors,raw_text,note
wangduoyu,2026-05-13,抖音视频,2026-05-13 07:28:38 锁仓一天是什么体验#内容过于真实 #股民 #基金 #王多于股之子 #vlog十亿流量扶持计划,https://www.douyin.com/video/7639151315713620465,,视频评论抓取 281 条；有效线索 16 条；重点股票：联泓新科(003022)、新洁能(605111)、洪兴股份(001209)、云南锗业(002428),联泓新科(003022);新洁能(605111);洪兴股份(001209);云南锗业(002428);华电辽能(600396);大唐发电(601991),化工新材料;半导体;服装家纺;半导体材料;小金属;物流,锁仓一天是什么体验#内容过于真实 #股民 #基金 #王多于股之子 #vlog十亿流量扶持计划,video_id=7639151315713620465; creator=王多于-股之子; comment_count=352; digg=305; share=102; 来源备份 20260513_*_douyin_comment_picks.json
