source,date,channel,title,url,image,summary,mentioned_stocks,mentioned_sectors,raw_text,note
wangduoyu,2026-05-11,抖音视频,2026-05-11 11:36:35 太多了#内容过于真实 #股民 #基金 #王多于股之子 #vlog十亿流量扶持计划,https://www.douyin.com/video/7638473042481957733,,视频评论抓取 450 条；有效线索 169 条；重点股票：上峰水泥(000672)、美诺华(603538)、山东玻纤(605006)、卓郎智能(600545),上峰水泥(000672);美诺华(603538);山东玻纤(605006);卓郎智能(600545);平潭发展(000592);新能泰山(000720),电力;医药;玻纤;光伏;工业母机;林业,太多了#内容过于真实 #股民 #基金 #王多于股之子 #vlog十亿流量扶持计划,video_id=7638473042481957733; creator=王多于-股之子; comment_count=1876; digg=1567; share=69; 来源备份 20260511_*_douyin_comment_picks.json
