source,date,channel,title,url,image,summary,mentioned_stocks,mentioned_sectors,raw_text,note
wangduoyu,2026-05-24,抖音视频,2026-05-24 11:06:15 新的一周瑟瑟发抖啊#内容过于真实 #股民 #王多于股之子 #vlog十亿流量扶持计划,https://www.douyin.com/video/7643289331093157553,,视频评论抓取 429 条；有效线索 154 条；重点股票：再升科技(603601)、博云新材(002297)、同花顺(300033)、机器人(300024),再升科技(603601);博云新材(002297);同花顺(300033);机器人(300024);精达股份(600577);青龙管业(002457),AIDC;射频;林业;消费电子;福建自贸区;算力,新的一周瑟瑟发抖啊#内容过于真实 #股民 #王多于股之子 #vlog十亿流量扶持计划,video_id=7643289331093157553; creator=王多于-股之子; comment_count=792; digg=1460; share=80; 来源备份 20260524_*_douyin_comment_picks.json
