source,date,channel,title,url,image,summary,mentioned_stocks,mentioned_sectors,raw_text,note
wangduoyu,2026-05-26,抖音视频,2026-05-26 14:53:06 5.26每日一开眼#内容过于真实 #股民 #基金 #王多于股之子 #vlog十亿流量扶持计划,https://www.douyin.com/video/7644089961788440826,,视频评论抓取 142 条；有效线索 58 条；重点股票：九牧王(601566)、大众公用(600635)、中际联合(605305)、青龙管业(002457),九牧王(601566);大众公用(600635);中际联合(605305);青龙管业(002457);上海电力(600021);东方明珠(600637),AIDC;低压电器;光通信;医药;电力;电网设备,5.26每日一开眼#内容过于真实 #股民 #基金 #王多于股之子 #vlog十亿流量扶持计划,video_id=7644089961788440826; creator=王多于-股之子; comment_count=482; digg=684; share=40; 来源备份 20260526_*_douyin_comment_picks.json
wangduoyu,2026-05-26,抖音视频,2026-05-26 11:27:40 有点惨#内容过于真实 #股民 #基金 #王多于股之子 #vlog十亿流量扶持计划,https://www.douyin.com/video/7644037011783755633,,视频评论抓取 328 条；有效线索 89 条；重点股票：共达电声(002655)、上海电力(600021)、机器人(300024)、博云新材(002297),共达电声(002655);上海电力(600021);机器人(300024);博云新材(002297);双星新材(002585);大众公用(600635),玻纤;林业;电力;福建自贸区,有点惨#内容过于真实 #股民 #基金 #王多于股之子 #vlog十亿流量扶持计划,video_id=7644037011783755633; creator=王多于-股之子; comment_count=963; digg=884; share=51; 来源备份 20260526_*_douyin_comment_picks.json
