date,source,comment_source,content,mentioned_stocks,mentioned_sectors,value_reason,include_in_logic,note,time,platform,parent_type,parent_title,commenter,parent_id,parent_url,parent_cover,comment_id,comment_time,include_status,sentiment,action_note,value_score,is_selected
2026-05-15,wangduoyu,抖音评论 14:33,我早上其实红的好好的[微笑][微笑][微笑],,,评论热度较高，但暂未自动识别到明确股票线索，保留人工复核。,待确认,video_id=7640002925737079931; video_url=https://www.douyin.com/video/7640002925737079931; creator=王多于-股之子; like=8; reply=6; source_type=comment; yeren_signal_id=; parent_comment_text=,14:33,抖音评论,video,连续两天都是大跌#内容过于真实 #股民 #基金 #王多于股之子 #vlog十亿流量扶持计划,王多于-股之子,7640002925737079931,https://www.douyin.com/video/7640002925737079931,,7640003037885285169,14:33,待确认,中性,自动映射到抖音视频评论池。,6.2,false
2026-05-15,wangduoyu,抖音评论 14:58,山子高科,山子高科(000981),,山子高科(000981) 被提及 1 次，有效评论 1 条，来源 1 个，单视频线索，情绪 中性，当前判断：保留观察。,待确认,video_id=7640002925737079931; video_url=https://www.douyin.com/video/7640002925737079931; creator=王多于-股之子; like=1; reply=0; source_type=comment; yeren_signal_id=; parent_comment_text=,14:58,抖音评论,video,连续两天都是大跌#内容过于真实 #股民 #基金 #王多于股之子 #vlog十亿流量扶持计划,🐭,7640002925737079931,https://www.douyin.com/video/7640002925737079931,,7640009366876308275,14:58,待确认,中性,自动映射到抖音视频评论池。,6.4,false
2026-05-15,wangduoyu,抖音评论 14:52,进富佳拿到下周四,,,,否,video_id=7640002925737079931; video_url=https://www.douyin.com/video/7640002925737079931; creator=王多于-股之子; like=1; reply=2; source_type=comment; yeren_signal_id=; parent_comment_text=,14:52,抖音评论,video,连续两天都是大跌#内容过于真实 #股民 #基金 #王多于股之子 #vlog十亿流量扶持计划,FM从你的全世界路过,7640002925737079931,https://www.douyin.com/video/7640002925737079931,,7640007747211887375,14:52,未纳入,中性,自动映射到抖音视频评论池。,,false
2026-05-15,wangduoyu,抖音评论 14:43,恒光股份,恒光股份(301118),,恒光股份(301118) 被提及 1 次，有效评论 1 条，来源 1 个，单视频线索，情绪 中性，当前判断：保留观察。,待确认,video_id=7640002925737079931; video_url=https://www.douyin.com/video/7640002925737079931; creator=王多于-股之子; like=0; reply=0; source_type=comment; yeren_signal_id=; parent_comment_text=,14:43,抖音评论,video,连续两天都是大跌#内容过于真实 #股民 #基金 #王多于股之子 #vlog十亿流量扶持计划,🌈CJM&🌈,7640002925737079931,https://www.douyin.com/video/7640002925737079931,,7640005612247925562,14:43,待确认,中性,自动映射到抖音视频评论池。,6.4,false
2026-05-15,wangduoyu,抖音评论 14:39,我昨天就说了，襄阳轴承,,,,否,video_id=7640002925737079931; video_url=https://www.douyin.com/video/7640002925737079931; creator=王多于-股之子; like=0; reply=0; source_type=comment; yeren_signal_id=; parent_comment_text=,14:39,抖音评论,video,连续两天都是大跌#内容过于真实 #股民 #基金 #王多于股之子 #vlog十亿流量扶持计划,Qwy,7640002925737079931,https://www.douyin.com/video/7640002925737079931,,7640004574854316858,14:39,未纳入,中性,自动映射到抖音视频评论池。,,false
2026-05-15,wangduoyu,抖音评论 14:55,巨石跌停。fake,,,,否,video_id=7640002925737079931; video_url=https://www.douyin.com/video/7640002925737079931; creator=王多于-股之子; like=0; reply=3; source_type=comment; yeren_signal_id=; parent_comment_text=,14:55,抖音评论,video,连续两天都是大跌#内容过于真实 #股民 #基金 #王多于股之子 #vlog十亿流量扶持计划,Cl,7640002925737079931,https://www.douyin.com/video/7640002925737079931,,7640008706360509242,14:55,未纳入,中性,自动映射到抖音视频评论池。,,false
2026-05-15,wangduoyu,抖音评论 15:08,莲花怎么看[流泪][流泪],,,,否,video_id=7640002925737079931; video_url=https://www.douyin.com/video/7640002925737079931; creator=王多于-股之子; like=1; reply=1; source_type=comment; yeren_signal_id=; parent_comment_text=,15:08,抖音评论,video,连续两天都是大跌#内容过于真实 #股民 #基金 #王多于股之子 #vlog十亿流量扶持计划,喜西西,7640002925737079931,https://www.douyin.com/video/7640002925737079931,,7640011885975651109,15:08,未纳入,中性,自动映射到抖音视频评论池。,,false
2026-05-15,wangduoyu,抖音评论 15:05,昨天五洲套5个，今天涨停[黑脸],,,,否,video_id=7640002925737079931; video_url=https://www.douyin.com/video/7640002925737079931; creator=王多于-股之子; like=0; reply=0; source_type=comment; yeren_signal_id=; parent_comment_text=,15:05,抖音评论,video,连续两天都是大跌#内容过于真实 #股民 #基金 #王多于股之子 #vlog十亿流量扶持计划,勇猛大帅,7640002925737079931,https://www.douyin.com/video/7640002925737079931,,7640011219650429748,15:05,未纳入,中性,自动映射到抖音视频评论池。,,false
2026-05-15,wangduoyu,抖音评论 15:07,不好意思两个涨停[尬笑],,,,否,video_id=7640002925737079931; video_url=https://www.douyin.com/video/7640002925737079931; creator=王多于-股之子; like=0; reply=0; source_type=comment; yeren_signal_id=; parent_comment_text=,15:07,抖音评论,video,连续两天都是大跌#内容过于真实 #股民 #基金 #王多于股之子 #vlog十亿流量扶持计划,C Z,7640002925737079931,https://www.douyin.com/video/7640002925737079931,,7640011701613495076,15:07,未纳入,中性,自动映射到抖音视频评论池。,,false
2026-05-15,wangduoyu,抖音评论 14:51,说中视传媒的大佬在哪[举手],中视传媒(600088),,中视传媒(600088) 被提及 3 次，有效评论 3 条，来源 2 个，跨来源共振，情绪 中性，当前判断：保留观察。,待确认,video_id=7640002925737079931; video_url=https://www.douyin.com/video/7640002925737079931; creator=王多于-股之子; like=0; reply=0; source_type=comment; yeren_signal_id=; parent_comment_text=,14:51,抖音评论,video,连续两天都是大跌#内容过于真实 #股民 #基金 #王多于股之子 #vlog十亿流量扶持计划,小小黄,7640002925737079931,https://www.douyin.com/video/7640002925737079931,,7640007700692976426,14:51,待确认,中性,自动映射到抖音视频评论池。,8.0,false
2026-05-15,wangduoyu,抖音评论 14:54,鸿博，中视，世界杯概念，下周看看,,,,否,video_id=7640002925737079931; video_url=https://www.douyin.com/video/7640002925737079931; creator=王多于-股之子; like=0; reply=1; source_type=comment; yeren_signal_id=; parent_comment_text=,14:54,抖音评论,video,连续两天都是大跌#内容过于真实 #股民 #基金 #王多于股之子 #vlog十亿流量扶持计划,日见富有⁺¹⁰⁰↝,7640002925737079931,https://www.douyin.com/video/7640002925737079931,,7640008436881048320,14:54,未纳入,中性,自动映射到抖音视频评论池。,,false
2026-05-15,wangduoyu,抖音评论 15:10,早上买了巨轮，然后就跌，还好上去[呲牙],,,,否,video_id=7640002925737079931; video_url=https://www.douyin.com/video/7640002925737079931; creator=王多于-股之子; like=0; reply=0; source_type=comment; yeren_signal_id=; parent_comment_text=,15:10,抖音评论,video,连续两天都是大跌#内容过于真实 #股民 #基金 #王多于股之子 #vlog十亿流量扶持计划,一严万年,7640002925737079931,https://www.douyin.com/video/7640002925737079931,,7640012603762459451,15:10,未纳入,中性,自动映射到抖音视频评论池。,,false
2026-05-15,wangduoyu,抖音评论 14:39,周一就说机器人了，巨轮，没人信啊,机器人(300024),,机器人(300024) 被提及 6 次，有效评论 6 条，来源 2 个，跨来源共振，情绪 中性，当前判断：保留观察。,待确认,video_id=7640002925737079931; video_url=https://www.douyin.com/video/7640002925737079931; creator=王多于-股之子; like=1; reply=0; source_type=comment; yeren_signal_id=; parent_comment_text=,14:39,抖音评论,video,连续两天都是大跌#内容过于真实 #股民 #基金 #王多于股之子 #vlog十亿流量扶持计划,牛市小新兵,7640002925737079931,https://www.douyin.com/video/7640002925737079931,,7640004445280076587,14:39,待确认,中性,自动映射到抖音视频评论池。,9.1,false
2026-05-15,wangduoyu,抖音评论 14:41,中天给我拉了一坨大的,,,,否,video_id=7640002925737079931; video_url=https://www.douyin.com/video/7640002925737079931; creator=王多于-股之子; like=0; reply=2; source_type=comment; yeren_signal_id=; parent_comment_text=,14:41,抖音评论,video,连续两天都是大跌#内容过于真实 #股民 #基金 #王多于股之子 #vlog十亿流量扶持计划,🌈夏天,7640002925737079931,https://www.douyin.com/video/7640002925737079931,,7640005071367717641,14:41,未纳入,中性,自动映射到抖音视频评论池。,,false
2026-05-15,wangduoyu,抖音评论 14:40,[呲牙]在深圳新星 看好新高,深圳新星(603978),,深圳新星(603978) 被提及 1 次，有效评论 1 条，来源 1 个，单视频线索，情绪 看多，当前判断：保留观察。,待确认,video_id=7640002925737079931; video_url=https://www.douyin.com/video/7640002925737079931; creator=王多于-股之子; like=0; reply=0; source_type=comment; yeren_signal_id=; parent_comment_text=,14:40,抖音评论,video,连续两天都是大跌#内容过于真实 #股民 #基金 #王多于股之子 #vlog十亿流量扶持计划,念安,7640002925737079931,https://www.douyin.com/video/7640002925737079931,,7640004854023062322,14:40,待确认,看多,自动映射到抖音视频评论池。,6.4,false
2026-05-15,wangduoyu,抖音评论 15:04,尾盘红了[看],,,,否,video_id=7640002925737079931; video_url=https://www.douyin.com/video/7640002925737079931; creator=王多于-股之子; like=0; reply=0; source_type=comment; yeren_signal_id=; parent_comment_text=,15:04,抖音评论,video,连续两天都是大跌#内容过于真实 #股民 #基金 #王多于股之子 #vlog十亿流量扶持计划,须臾,7640002925737079931,https://www.douyin.com/video/7640002925737079931,,7640011032669569819,15:04,未纳入,中性,自动映射到抖音视频评论池。,,false
2026-05-15,wangduoyu,抖音评论 15:07,吃了涨停，去了体育又吃[舔屏][舔屏],,,,否,video_id=7640002925737079931; video_url=https://www.douyin.com/video/7640002925737079931; creator=王多于-股之子; like=1; reply=0; source_type=comment; yeren_signal_id=; parent_comment_text=,15:07,抖音评论,video,连续两天都是大跌#内容过于真实 #股民 #基金 #王多于股之子 #vlog十亿流量扶持计划,浪客,7640002925737079931,https://www.douyin.com/video/7640002925737079931,,7640011654365479716,15:07,未纳入,中性,自动映射到抖音视频评论池。,,false
2026-05-15,wangduoyu,抖音评论 15:09,超级红,,,,否,video_id=7640002925737079931; video_url=https://www.douyin.com/video/7640002925737079931; creator=王多于-股之子; like=0; reply=0; source_type=comment; yeren_signal_id=; parent_comment_text=,15:09,抖音评论,video,连续两天都是大跌#内容过于真实 #股民 #基金 #王多于股之子 #vlog十亿流量扶持计划,金海｜智品 赵磊,7640002925737079931,https://www.douyin.com/video/7640002925737079931,,7640012289101923112,15:09,未纳入,中性,自动映射到抖音视频评论池。,,false
2026-05-15,wangduoyu,抖音评论 15:10,平潭两天跌了14个点[噢买尬],,,,否,video_id=7640002925737079931; video_url=https://www.douyin.com/video/7640002925737079931; creator=王多于-股之子; like=0; reply=0; source_type=comment; yeren_signal_id=; parent_comment_text=,15:10,抖音评论,video,连续两天都是大跌#内容过于真实 #股民 #基金 #王多于股之子 #vlog十亿流量扶持计划,Halu,7640002925737079931,https://www.douyin.com/video/7640002925737079931,,7640012498482070331,15:10,未纳入,中性,自动映射到抖音视频评论池。,,false
2026-05-15,wangduoyu,抖音评论 14:53,两天把本月所有利润全部带走,,,,否,video_id=7640002925737079931; video_url=https://www.douyin.com/video/7640002925737079931; creator=王多于-股之子; like=7; reply=4; source_type=comment; yeren_signal_id=; parent_comment_text=,14:53,抖音评论,video,连续两天都是大跌#内容过于真实 #股民 #基金 #王多于股之子 #vlog十亿流量扶持计划,小七Nice,7640002925737079931,https://www.douyin.com/video/7640002925737079931,,7640008141208240945,14:53,未纳入,中性,自动映射到抖音视频评论池。,,false
2026-05-15,wangduoyu,抖音评论 14:44,本来红的，150买了个新股[流泪]，砍到我腰子了[流泪][流泪][流泪],,,评论热度较高，但暂未自动识别到明确股票线索，保留人工复核。,待确认,video_id=7640002925737079931; video_url=https://www.douyin.com/video/7640002925737079931; creator=王多于-股之子; like=1; reply=7; source_type=comment; yeren_signal_id=; parent_comment_text=,14:44,抖音评论,video,连续两天都是大跌#内容过于真实 #股民 #基金 #王多于股之子 #vlog十亿流量扶持计划,计先生,7640002925737079931,https://www.douyin.com/video/7640002925737079931,,7640005879895524150,14:44,待确认,中性,自动映射到抖音视频评论池。,6.2,false
2026-05-15,wangduoyu,抖音评论 14:53,永强怎么看？,,,,否,video_id=7640002925737079931; video_url=https://www.douyin.com/video/7640002925737079931; creator=王多于-股之子; like=0; reply=0; source_type=comment; yeren_signal_id=; parent_comment_text=,14:53,抖音评论,video,连续两天都是大跌#内容过于真实 #股民 #基金 #王多于股之子 #vlog十亿流量扶持计划,ℂℍℕℙℚℝℤ ♡,7640002925737079931,https://www.douyin.com/video/7640002925737079931,,7640008060093989669,14:53,未纳入,中性,自动映射到抖音视频评论池。,,false
2026-05-15,wangduoyu,抖音评论 14:42,谁说的江特,,,,否,video_id=7640002925737079931; video_url=https://www.douyin.com/video/7640002925737079931; creator=王多于-股之子; like=0; reply=2; source_type=comment; yeren_signal_id=; parent_comment_text=,14:42,抖音评论,video,连续两天都是大跌#内容过于真实 #股民 #基金 #王多于股之子 #vlog十亿流量扶持计划,🌏,7640002925737079931,https://www.douyin.com/video/7640002925737079931,,7640005163500290874,14:42,未纳入,中性,自动映射到抖音视频评论池。,,false
2026-05-15,wangduoyu,抖音评论 14:45,"想做t的可以去金螳螂，下午买早上卖，底部筹码还没出完[暗中观察]
方正dj能进就进[暗中观察]",,,,否,video_id=7640002925737079931; video_url=https://www.douyin.com/video/7640002925737079931; creator=王多于-股之子; like=0; reply=0; source_type=comment; yeren_signal_id=; parent_comment_text=,14:45,抖音评论,video,连续两天都是大跌#内容过于真实 #股民 #基金 #王多于股之子 #vlog十亿流量扶持计划,木偶,7640002925737079931,https://www.douyin.com/video/7640002925737079931,,7640006100473234230,14:45,未纳入,中性,自动映射到抖音视频评论池。,,false
2026-05-15,wangduoyu,抖音评论 15:05,妈的，才两天，走哪都想骂两句,,,,否,video_id=7640002925737079931; video_url=https://www.douyin.com/video/7640002925737079931; creator=王多于-股之子; like=0; reply=0; source_type=comment; yeren_signal_id=; parent_comment_text=,15:05,抖音评论,video,连续两天都是大跌#内容过于真实 #股民 #基金 #王多于股之子 #vlog十亿流量扶持计划,—～,7640002925737079931,https://www.douyin.com/video/7640002925737079931,,7640011182736786203,15:05,未纳入,中性,自动映射到抖音视频评论池。,,false
2026-05-15,wangduoyu,抖音评论 14:48,昨天买了安彩高科还是早上高位买的[打脸]，今天早上还低位卖了。我真是sb还好买的不多,安彩高科(600207),,安彩高科(600207) 被提及 1 次，有效评论 1 条，来源 1 个，单视频线索，情绪 谨慎，当前判断：偏风险观察。,否,video_id=7640002925737079931; video_url=https://www.douyin.com/video/7640002925737079931; creator=王多于-股之子; like=0; reply=0; source_type=comment; yeren_signal_id=; parent_comment_text=,14:48,抖音评论,video,连续两天都是大跌#内容过于真实 #股民 #基金 #王多于股之子 #vlog十亿流量扶持计划,苏嘉乐,7640002925737079931,https://www.douyin.com/video/7640002925737079931,,7640006829154550566,14:48,未纳入,谨慎,自动映射到抖音视频评论池。,5.9,false
2026-05-15,wangduoyu,抖音评论 14:38,不卖就不卖，最近追涨杀跌结果都卖飞了，TM亏死了[捂脸],,,,否,video_id=7640002925737079931; video_url=https://www.douyin.com/video/7640002925737079931; creator=王多于-股之子; like=0; reply=0; source_type=comment; yeren_signal_id=; parent_comment_text=,14:38,抖音评论,video,连续两天都是大跌#内容过于真实 #股民 #基金 #王多于股之子 #vlog十亿流量扶持计划,孙溯蔓,7640002925737079931,https://www.douyin.com/video/7640002925737079931,,7640004221588554522,14:38,未纳入,中性,自动映射到抖音视频评论池。,,false
2026-05-15,wangduoyu,抖音评论 15:03,"永赢买了100，赚了30，今天三点卖了100，预计18号到账，南方原油买了30，现在赚了16，今天三点前卖了30，为什么预计21号到账，现在有两个问题，1.两个到账时间怎么还不一样
2.今天和明天的营收和我是否有关[思考]",,,,否,video_id=7640002925737079931; video_url=https://www.douyin.com/video/7640002925737079931; creator=王多于-股之子; like=0; reply=0; source_type=comment; yeren_signal_id=; parent_comment_text=,15:03,抖音评论,video,连续两天都是大跌#内容过于真实 #股民 #基金 #王多于股之子 #vlog十亿流量扶持计划,在线发癫,7640002925737079931,https://www.douyin.com/video/7640002925737079931,,7640010586013369147,15:03,未纳入,中性,自动映射到抖音视频评论池。,,false
2026-05-15,wangduoyu,抖音评论 15:10,就这两天把我一个月的盈利全部干没了。 两天前还沾沾自喜，逃顶成功，结果发现又涨了，怕踏空又进来了,,,,否,video_id=7640002925737079931; video_url=https://www.douyin.com/video/7640002925737079931; creator=王多于-股之子; like=0; reply=0; source_type=comment; yeren_signal_id=; parent_comment_text=,15:10,抖音评论,video,连续两天都是大跌#内容过于真实 #股民 #基金 #王多于股之子 #vlog十亿流量扶持计划,啾啾,7640002925737079931,https://www.douyin.com/video/7640002925737079931,,7640012415958303531,15:10,未纳入,中性,自动映射到抖音视频评论池。,,false
2026-05-15,wangduoyu,抖音评论 15:08,我早上还把昨天的拉回来了，下午跳水了，但还红着,,,,否,video_id=7640002925737079931; video_url=https://www.douyin.com/video/7640002925737079931; creator=王多于-股之子; like=0; reply=0; source_type=comment; yeren_signal_id=; parent_comment_text=,15:08,抖音评论,video,连续两天都是大跌#内容过于真实 #股民 #基金 #王多于股之子 #vlog十亿流量扶持计划,小林好高冷,7640002925737079931,https://www.douyin.com/video/7640002925737079931,,7640012048769024803,15:08,未纳入,中性,自动映射到抖音视频评论池。,,false
