source,date,channel,title,url,image,summary,mentioned_stocks,mentioned_sectors,raw_text,note
lihongjuan,2026-05-26,图文/帖子,李红娟 2026-05-26 群聊评论备份,douyin://im/group,,昨天看见群里很多人跟了利通还有人今天打算去，没去的今天建议不要去了，这周它的涨幅不能超过9个点，明天前都还会控异动，主力为了把散户洗出去，后面的振幅肯定会很大的，我自己周四尾盘重仓，周五尾盘卖了接近1半，昨天做T后，成本已经非常低了，所以后面怎么走，我自己都能扛，但是你如果今天进去，当天不能接受7.8个点的振幅，就不要进来否则是非常影响心态的。京东方肯定是没有走完的，今天好的位置可以考虑入。红板昨天冲高回落，今天看有没有合适的位置，没有就不去。,利通电子(603629);昊志机电(300503);斯菱智驱(301550);众智科技(301361),, 昨天看见群里很多人跟了利通还有人今天打算去，没去的今天建议不要去了，这周它的涨幅不能超过9个点，明天前都还会控异动，主力为了把散户洗出去，后面的振幅肯定会很大的，我自己周四尾盘重仓，周五尾盘卖了接近1半，昨天做T后，成本已经非常低了，所以后面怎么走，我自己都能扛，但是你如果今天进去，当天不能接受7.8个点的振幅，就不要进来否则是非常影响心态的。京东方肯定是没有走完的，今天好的位置可以考虑入。红板昨天冲高回落，今天看有没有合适的位置，没有就不去。,群聊原话 1 条；有效股票评论 5 条；来源备份 20260526_*_lihongjuan_group_report.json
