source,date,channel,title,url,image,summary,mentioned_stocks,mentioned_sectors,raw_text,note
lihongjuan,2026-05-11,图文/帖子,李红娟 2026-05-11 群聊评论备份,douyin://im/group,,计划明早9点左右发。今晚姐妹局吃饭，没时间复盘 芯片hzjj也来了 今天卖xw一方面我是想做差，还有原因是我看昨天出来消息定增，我觉得今天它可能会充高回落。后面震荡往上的。没想到直接上去了 刚刚有人问为什么在商业航天里面精准找出tt的，说一下逻辑大家就明白了。周五前排商业航天全部回调，sj，jl冲高回落，而天通不仅没跳水还创了新高，后排老一批次的商业航天htfz，htdl涨停。所以我就在考虑htdz和htfz是同一批次的，我得放入今天的观察池。tt是航天的活口，加上它的逻辑很硬，是薄膜铌酸锂产业链上游的核心供应商…,汉钟精机(002158);信维通信(300136);天通股份(600330);航天发展(000547);航天动力(600343);航天电子(600879),芯片设备;通用设备;消费电子;射频;商业航天;光通信;军工电子,20:54 计划明早9点左右发。今晚姐妹局吃饭，没时间复盘 | 14:26 芯片hzjj也来了 | 14:26 今天卖xw一方面我是想做差，还有原因是我看昨天出来消息定增，我觉得今天它可能会充高回落。后面震荡往上的。没想到直接上去了 | 13:01 刚刚有人问为什么在商业航天里面精准找出tt的，说一下逻辑大家就明白了。周五前排商业航天全部回调，sj，jl冲高回落，而天通不仅没跳水还创了新高，后排老一批次的商业航天htfz，htdl涨停。所以我就在考虑htdz和htfz是同一批次的，我得放入今天的观察池。tt是航天的活口，加上它的逻辑很硬，是薄膜铌酸锂产业链上游的核心供应商，所以也得放入观察池。早上竞价再一观察，周五的bggf，ysly都开的OK，说明高位piao风险不大，而且开出来的价格也是我喜欢的价格，和htdz比，他的盈亏比更高。所以按纪律只能上。当然zhangting了是运气好，如果没按照自己的走势来，认kui走人就OK。但是做计划是为了防止自己乱出手。,群聊原话 4 条；有效股票评论 7 条；来源备份 20260511_*_lihongjuan_group_report.json
