source,date,channel,title,url,image,summary,mentioned_stocks,mentioned_sectors,raw_text,note
lihongjuan,2026-05-12,图文/帖子,李红娟 2026-05-12 群聊评论备份,douyin://im/group,,今天又是完美的一天。明天继续加油 tbtg 周五我说bggf、ysly有可能模仿jtl走2波断板反包形态，当时我更好的是ysly。但昨天bg走出来了，那就需要去重点观察它今天的走势，看有没有可能二ban，但注意买点，duanxian买点把握不好的慎入。另外特不靠谱13-15号来访，怕庄提前抢跑，昨天指数大涨而且放liang几千亿的情况下，竟然有2000+lv盘，是有问题的。所以现在千万莫看到科技dazhang感觉自己踏空还去zhui，只适合先手zijin了。我自己今天可能会看看逆zhishu的bankuai和昨天…,汉钟精机(002158);信维通信(300136);天通股份(600330);航天发展(000547);航天动力(600343);航天电子(600879),芯片设备;通用设备;消费电子;射频;商业航天;光通信;军工电子,15:58 今天又是完美的一天。明天继续加油 | 14:29 tbtg | 09:03 周五我说bggf、ysly有可能模仿jtl走2波断板反包形态，当时我更好的是ysly。但昨天bg走出来了，那就需要去重点观察它今天的走势，看有没有可能二ban，但注意买点，duanxian买点把握不好的慎入。另外特不靠谱13-15号来访，怕庄提前抢跑，昨天指数大涨而且放liang几千亿的情况下，竟然有2000+lv盘，是有问题的。所以现在千万莫看到科技dazhang感觉自己踏空还去zhui，只适合先手zijin了。我自己今天可能会看看逆zhishu的bankuai和昨天调整的bankuai，医药和电力和机器人，会做头的看hdln有没有深水dixi的机会，hzjd不错。。另外sfkj这个piao大家可以看，没有什么逻辑，仅仅是看线找出来的图，这种形态上↑概率很大的。最后tgtb我对它的预期是很高的，最近几天在绕异动，所以平台整理调整，今天最后一天，如果有好的dixi位置，我应该今天会去，如果没有就算了，因为我手里昨天的已经都是好的了。,群聊原话 3 条；有效股票评论 12 条；来源备份 20260512_*_lihongjuan_group_report.json
