source,date,channel,title,url,image,summary,mentioned_stocks,mentioned_sectors,raw_text,note
lihongjuan,2026-05-17,图文/帖子,娟姐 2026-05-17 群聊评论备份,douyin://im/group,,今天看看利通和剑桥的修复预期，但是也只能5日线低吸，昨天利通水下我拿了一点点先手，价格贵看不上的可以观望。然后看了一圈碳化硅，然后发现英唐智控这个不错，逻辑也比较硬，今天应该会打一层底仓。另外京运通底部放量，筹码集中度较高。技术面的票海昌新材。,利通电子(603629);剑桥科技(603083);英唐智控(300131);京运通(601908);海昌新材(300885),,12:06 今天看看利通和剑桥的修复预期，但是也只能5日线低吸，昨天利通水下我拿了一点点先手，价格贵看不上的可以观望。然后看了一圈碳化硅，然后发现英唐智控这个不错，逻辑也比较硬，今天应该会打一层底仓。另外京运通底部放量，筹码集中度较高。技术面的票海昌新材。,群聊原话 1 条；有效股票评论 5 条；来源备份 20260517_*_lihongjuan_group_report.json
