source,date,channel,title,url,image,summary,mentioned_stocks,mentioned_sectors,raw_text,note
yege,2026-05-15,同花顺帖子,2026-05-15 14:59 润泽科技(300442);天华新能(300390);合力泰(002217),https://t.10jqka.com.cn/pc/newgroup/discussdetail/contentId_1di0eei3s5hjw6c1ad33fc,/media/2026-05-15/yege/alert_01_1459_2345513390.jpg;/media/2026-05-15/yege/daily_01_1459_2345513390.jpg,润泽科技(300442) 天华新能(300390) 合力泰(002217) 黄毛走了，带走了我的账户余额。,润泽科技(300442);天华新能(300390);合力泰(002217),减仓/退出风险;含图片/截图核对;个股相关;野哥同花顺逻辑;AIDC;数据中心;锂电材料;消费电子;光学光电子,润泽科技(300442)  天华新能(300390)  合力泰(002217)  黄毛走了，带走了我的账户余额。,优先级 P0; 点赞 251; 评论 224; 转发 3; 本地截图 2 张
yege,2026-05-15,同花顺帖子,2026-05-15 11:03 良信股份(002706);合力泰(002217),https://t.10jqka.com.cn/pc/newgroup/discussdetail/contentId_1dhq90kecfq8dy36974837,,良信股份(002706) 合力泰(002217) 完了大盘红了，不会把我洗出去了吧！,良信股份(002706);合力泰(002217),个股相关;野哥同花顺逻辑;低压电器;AIDC;消费电子;光学光电子,良信股份(002706)  合力泰(002217)  完了大盘红了，不会把我洗出去了吧！,优先级 P2; 点赞 251; 评论 408; 转发 3; 本地截图 0 张
yege,2026-05-15,同花顺帖子,2026-05-15 10:35 工业富联(601138),https://t.10jqka.com.cn/pc/newgroup/discussdetail/contentId_1dho8vgutxiltiafe6e44e,,工业富联(601138) 不会逼着我买这个吧！这也太大了太大了。,工业富联(601138),交易动作;个股相关,工业富联(601138)  不会逼着我买这个吧！这也太大了太大了。,优先级 P1; 点赞 355; 评论 386; 转发 4; 本地截图 0 张
yege,2026-05-15,同花顺帖子,2026-05-15 10:31 野哥同花顺动态,https://t.10jqka.com.cn/pc/newgroup/discussdetail/contentId_1dhnxvzhbs1c6u02a40526,,算拉，算啦，拿了快一个月，也不给我走。想绑架我没门。交易唯有自渡呀，兄弟们。跟就要盈亏自负。我走个买都实时发的。没有毛病啊。又不是今天进明天就出。好多天了。懒得喷。,,交易动作;风险提示,算拉，算啦，拿了快一个月，也不给我走。想绑架我没门。交易唯有自渡呀，兄弟们。跟就要盈亏自负。我走个买都实时发的。没有毛病啊。又不是今天进明天就出。好多天了。懒得喷。,优先级 P2; 点赞 858; 评论 542; 转发 16; 本地截图 0 张
yege,2026-05-15,同花顺帖子,2026-05-15 10:09 野哥同花顺动态,https://t.10jqka.com.cn/pc/newgroup/discussdetail/contentId_1dhm9a43jl68za87bdbc1e,,我看这个评论有点搞笑，弱了我不能卖，你能卖？我死扛是吧。我想卖就卖，手在我身上。你的手也在你身上。盈亏自负。做不到的都是自己带幻想。,,风险提示,我看这个评论有点搞笑，弱了我不能卖，你能卖？我死扛是吧。我想卖就卖，手在我身上。你的手也在你身上。盈亏自负。做不到的都是自己带幻想。,优先级 P2; 点赞 118; 评论 15; 转发 0; 本地截图 0 张
yege,2026-05-15,同花顺帖子,2026-05-15 09:58 润泽科技(300442),https://t.10jqka.com.cn/pc/newgroup/discussdetail/contentId_1dhl4tzgc40b1y984659e1,/media/2026-05-15/yege/alert_01_0958_2344955247.jpg;/media/2026-05-15/yege/daily_01_0958_2344955247.jpg;/media/2026-05-15/yege/daily_02_0958_2344955247.jpg,润泽科技(300442) 弱了就是弱了。我也没有卖在最高点。合力泰早上最高点我也没卖到，但是我有去弱留强的概念。弱的不割去强的，就是死扛，你要想到底是谁在做交易。,润泽科技(300442),含图片/截图核对;个股相关;AIDC;数据中心,润泽科技(300442)  弱了就是弱了。我也没有卖在最高点。合力泰早上最高点我也没卖到，但是我有去弱留强的概念。弱的不割去强的，就是死扛，你要想到底是谁在做交易。,优先级 P1; 点赞 170; 评论 149; 转发 0; 本地截图 3 张
yege,2026-05-15,同花顺帖子,2026-05-15 09:49 润泽科技(300442);合力泰(002217);天华新能(300390),https://t.10jqka.com.cn/pc/newgroup/discussdetail/contentId_1dhk5zdef8lwjad6a4916b,/media/2026-05-15/yege/alert_02_0949_2344919853.jpg;/media/2026-05-15/yege/daily_02_0949_2344919853.jpg;/media/2026-05-15/yege/daily_03_0949_2344919853.jpg,合力泰(002217) 润泽科技(300442) 天华新能(300390) 早上红9个,润泽科技(300442);合力泰(002217);天华新能(300390),含图片/截图核对;个股相关;野哥同花顺逻辑;AIDC;数据中心;消费电子;光学光电子;锂电材料,合力泰(002217)  润泽科技(300442)  天华新能(300390)  早上红9个,优先级 P1; 点赞 160; 评论 181; 转发 7; 本地截图 3 张
yege,2026-05-15,同花顺帖子,2026-05-15 09:44 合力泰(002217),https://t.10jqka.com.cn/pc/newgroup/discussdetail/contentId_1dhjmi6zttmxh238909208,/media/2026-05-15/yege/alert_03_0944_2344900072.jpg;/media/2026-05-15/yege/daily_03_0944_2344900072.jpg;/media/2026-05-15/yege/daily_04_0944_2344900072.jpg,合力泰(002217) 来气,合力泰(002217),含图片/截图核对;个股相关;野哥同花顺逻辑;消费电子;光学光电子,合力泰(002217)  来气,优先级 P1; 点赞 361; 评论 441; 转发 2; 本地截图 3 张
yege,2026-05-15,同花顺帖子,2026-05-15 09:42 润泽科技(300442),https://t.10jqka.com.cn/pc/newgroup/discussdetail/contentId_1dhjfg04mwlywm663e645e,/media/2026-05-15/yege/alert_04_0942_2344892901.jpg;/media/2026-05-15/yege/daily_04_0942_2344892901.jpg;/media/2026-05-15/yege/daily_05_0942_2344892901.jpg,润泽科技(300442) 去弱留强。,润泽科技(300442),含图片/截图核对;个股相关;AIDC;数据中心,润泽科技(300442)  去弱留强。,优先级 P1; 点赞 230; 评论 119; 转发 1; 本地截图 3 张
yege,2026-05-15,同花顺帖子,2026-05-15 09:40 良信股份(002706),https://t.10jqka.com.cn/pc/newgroup/discussdetail/contentId_1dhj4a1887mewm19cc117e,/media/2026-05-15/yege/alert_05_0940_2344881561.jpg;/media/2026-05-15/yege/daily_05_0940_2344881561.jpg;/media/2026-05-15/yege/daily_06_0940_2344881561.jpg,良信股份(002706),良信股份(002706),含图片/截图核对;个股相关;低压电器;AIDC,良信股份(002706),优先级 P1; 点赞 247; 评论 195; 转发 4; 本地截图 3 张
yege,2026-05-15,同花顺帖子,2026-05-15 09:26 润泽科技(300442),https://t.10jqka.com.cn/pc/newgroup/discussdetail/contentId_1dhi0gb2p6ojqu519901d3,/media/2026-05-15/yege/alert_06_0926_2344841114.jpg;/media/2026-05-15/yege/daily_06_0926_2344841114.jpg;/media/2026-05-15/yege/daily_07_0926_2344841114.jpg,润泽科技(300442) 好运来，那个好运来。,润泽科技(300442),含图片/截图核对;个股相关;AIDC;数据中心,润泽科技(300442)  好运来，那个好运来。,优先级 P1; 点赞 696; 评论 316; 转发 4; 本地截图 3 张
