source,date,channel,title,url,image,summary,mentioned_stocks,mentioned_sectors,raw_text,note
yege,2026-06-06,抖音视频,2026-06-06 13:10:49 6月6日三分钟解读老美暴跌的前因后果#金融#财经#股票#美股半导体暴跌 #美股三大指数集体收跌,https://www.douyin.com/video/7648145537669679459,,野哥抖音视频信号 4373 条,,,6月6日三分钟解读老美暴跌的前因后果#金融#财经#股票#美股半导体暴跌 #美股三大指数集体收跌,video_id=7648145537669679459; creator=全能的野人; comment_count=4373; digg=30261; share=6013; 来源备份 20260606_*_douyin_comment_picks.json
yege,2026-06-06,抖音视频,2026-06-06 09:26:05 6月6日老美股市咋啦？#金融#财经#股市#股票#美股,https://www.douyin.com/video/7648087627573271656,,野哥抖音视频信号 3829 条,,,6月6日老美股市咋啦？#金融#财经#股市#股票#美股,video_id=7648087627573271656; creator=全能的野人; comment_count=3829; digg=17498; share=2507; 来源备份 20260606_*_douyin_comment_picks.json
