source,date,channel,title,url,image,summary,mentioned_stocks,mentioned_sectors,raw_text,note
yege,2026-06-04,抖音视频,2026-06-04 19:09:22 一个扎心的真相#金融#财经#股市#股票#CPO光模块,https://www.douyin.com/video/7647495766517338228,,野哥抖音视频信号 2057 条,,,一个扎心的真相#金融#财经#股市#股票#CPO光模块,video_id=7647495766517338228; creator=全能的野人; comment_count=2057; digg=11953; share=3657; 来源备份 20260604_*_douyin_comment_picks.json
yege,2026-06-04,抖音视频,2026-06-04 15:53:54 干货 关于情绪好与不好的干货总结#金融#财经知识 #股票知识 #股市 #情绪周期,https://www.douyin.com/video/7647445389893913039,,野哥抖音视频信号 1466 条,,,干货 关于情绪好与不好的干货总结#金融#财经知识 #股票知识 #股市 #情绪周期,video_id=7647445389893913039; creator=全能的野人; comment_count=1466; digg=21414; share=2361; 来源备份 20260604_*_douyin_comment_picks.json
