source,date,channel,title,url,image,summary,mentioned_stocks,mentioned_sectors,raw_text,note
yege,2026-06-12,抖音视频,2026-06-12 11:50:36 6月12日中午 今天比较空闲，带你们撸一下盘面#金融#财经#股票#股市#a股三大指数全线高开,https://www.douyin.com/video/7650351378351613288,,野哥抖音视频信号 2564 条,,,6月12日中午 今天比较空闲，带你们撸一下盘面#金融#财经#股票#股市#a股三大指数全线高开,video_id=7650351378351613288; creator=全能的野人; comment_count=2564; digg=19136; share=2180; 来源备份 20260612_*_douyin_comment_picks.json
yege,2026-06-12,抖音视频,2026-06-12 10:58:46 6月12日上午踏空了#金融#财经#股市#股票#a股三大指数全线高开,https://www.douyin.com/video/7650338020856261283,,野哥抖音视频信号 2724 条,,,6月12日上午踏空了#金融#财经#股市#股票#a股三大指数全线高开,video_id=7650338020856261283; creator=全能的野人; comment_count=2724; digg=10287; share=761; 来源备份 20260612_*_douyin_comment_picks.json
