source,date,channel,title,url,image,summary,mentioned_stocks,mentioned_sectors,raw_text,note
yege,2026-06-08,抖音视频,2026-06-08 15:13:28 6月8日下午收盘闲聊预期#金融#财经#股票#股市#野人哥,https://www.douyin.com/video/7648919314926499663,,野哥抖音视频信号 1910 条,,,6月8日下午收盘闲聊预期#金融#财经#股票#股市#野人哥,video_id=7648919314926499663; creator=全能的野人; comment_count=1910; digg=16978; share=1222; 来源备份 20260608_*_douyin_comment_picks.json
yege,2026-06-08,抖音视频,2026-06-08 13:51:56 我错了#金融#财经#股市#股票#A股,https://www.douyin.com/video/7648898304995416756,,野哥抖音视频信号 1547 条,,,我错了#金融#财经#股市#股票#A股,video_id=7648898304995416756; creator=全能的野人; comment_count=1547; digg=9286; share=461; 来源备份 20260608_*_douyin_comment_picks.json
yege,2026-06-08,抖音视频,2026-06-08 12:02:49 6月8日中午天赋异禀#金融#财经#股市#股票#物理AI,https://www.douyin.com/video/7648870188658610560,,野哥抖音视频信号 1166 条,,,6月8日中午天赋异禀#金融#财经#股市#股票#物理AI,video_id=7648870188658610560; creator=全能的野人; comment_count=1166; digg=9254; share=595; 来源备份 20260608_*_douyin_comment_picks.json
yege,2026-06-08,抖音视频,2026-06-08 10:28:43 6月8日上午11点#金融#财经#股票#股市#野人哥,https://www.douyin.com/video/7648845936484165474,,野哥抖音视频信号 763 条,,,6月8日上午11点#金融#财经#股票#股市#野人哥,video_id=7648845936484165474; creator=全能的野人; comment_count=763; digg=7287; share=369; 来源备份 20260608_*_douyin_comment_picks.json
