source,date,channel,title,url,image,summary,mentioned_stocks,mentioned_sectors,raw_text,note
yege,2026-07-05,抖音视频,2026-07-05 18:29:17 周末主要几个消息对应预期 7月5日闲聊明天预期#金融#财经#股市#股票#股民,https://www.douyin.com/video/7658989076607156340,,野哥抖音视频信号 2066 条,,,周末主要几个消息对应预期 7月5日闲聊明天预期#金融#财经#股市#股票#股民,video_id=7658989076607156340; creator=全能的野人; comment_count=2066; digg=14815; share=2202; 来源备份 20260705_*_douyin_comment_picks.json
yege,2026-07-05,抖音视频,2026-07-05 10:58:00 7月6日交易新规对散户有什么影响#财经知识 #金融常识 #股市#股票#7月6日交易新规,https://www.douyin.com/video/7658721281835202880,,野哥抖音视频信号 2068 条,,,7月6日交易新规对散户有什么影响#财经知识 #金融常识 #股市#股票#7月6日交易新规,video_id=7658721281835202880; creator=全能的野人; comment_count=2068; digg=23095; share=6913; 来源备份 20260705_*_douyin_comment_picks.json
